Automated translation fields,Subject,Spatial Representation Type,Collection Type,Update Frequency,ID,Jurisdiction,Keywords,Licence,Maintainer,Contact Email,Metadata Created,Metadata Modified,Name,Publisher - Organization Name at Publication,Organization,Formats,Date Published,Size,Download URL,Character Set,Language,Format,Related Record Type,Relationship Type,Resource Type,Data Includes URIs and Links,Access Restrictions,Spatial,Time Period Coverage End,Time Period Coverage Start,Title,Topic category,Portal Type,Publisher - Organization Section Name,Homepage,,
-,Government and Politics,-,Algorithmic Impact Assessment,Continual,b4a417f7-5040-4328-9863-bb8bbb8568c3,Federal,"AIA,Algorithmic Impact Assessment,Automation,GBA Plus,GBA+,Gender-based Analysis Plus,IRCC,Immigration,International Experience Canada Work Permit Eligibility Model,Peer Review",Open Government Licence - Canada,-,IRCC.Open-Ouvert.IRCC@cic.gc.ca,2023-11-07T13:31:33.002Z,2024-11-22T14:57:08.677Z,b4a417f7-5040-4328-9863-bb8bbb8568c3,"Immigration, Refugees and Citizenship Canada","Immigration, Refugees and Citizenship Canada","JSON,PDF",-,"10,028,101,010,291,000,000,000,000,000,000,000,000,000,000","https://open.canada.ca/data/dataset/b4a417f7-5040-4328-9863-bb8bbb8568c3/resource/073492ef-c9a2-4e9c-b9f7-92f1140ce62e/download/iec-wp-eligibility-model-gba-plus-analysis-public-en-accessibility-check.pdf,https://open.canada.ca/data/dataset/b4a417f7-5040-4328-9863-bb8bbb8568c3/resource/60d4bb68-5756-4bb4-98ef-468103bec4bd/download/examen-par-les-pairs-du-modele-de-recevabilite-du-permis-de-travail-dexperience-internationale-c.pdf,https://open.canada.ca/data/dataset/b4a417f7-5040-4328-9863-bb8bbb8568c3/resource/93efa24b-3af9-49d3-b645-aad3700c8e42/download/aia-iec-applications-en.pdf,https://open.canada.ca/data/dataset/b4a417f7-5040-4328-9863-bb8bbb8568c3/resource/999f12d3-f362-47e2-80a8-e80c997c4369/download/iec-aia-results.json,https://open.canada.ca/data/dataset/b4a417f7-5040-4328-9863-bb8bbb8568c3/resource/9d487b79-fe1b-47fe-b7b6-01666a93126c/download/aia-iec-applications-fr.pdf,https://open.canada.ca/data/dataset/b4a417f7-5040-4328-9863-bb8bbb8568c3/resource/b11b3a60-841c-4fdb-b5fe-1689d1eed570/download/iec-wp-eligibility-model-gba-plus-analysis-public-fr-accessibility-check.pdf,https://open.canada.ca/data/dataset/b4a417f7-5040-4328-9863-bb8bbb8568c3/resource/e8f6ca6b-c2ca-42c7-97d8-394fe7663382/download/peer-review-of-the-international-experience-canada-work-permit-eligibility-model-executive-summa.pdf",-,"English,French","JSON,PDF","-,Open Information",-,"Assessment,Tool",-,unrestricted,-,-,-,International Experience Canada Work Permit Eligibility Model,-,Open Information,-,-,General public,
-,Government and Politics,-,Algorithmic Impact Assessment,Not Planned,b92cbf7b-3b1c-4b02-a219-ce5b9bdb030d,Federal,"AIA,Algorithmic Impact Assessment,Automation,CUAET,Canada Ukraine Authorization for Emergency Travel,GBA Plus,GBA+,Gender-based Analysis Plus,IRCC,Immigration,Peer Review,Ukraine",Open Government Licence - Canada,-,IRCC.Open-Ouvert.IRCC@cic.gc.ca,2023-01-11T13:27:26.349Z,2025-07-29T13:00:55.154Z,b92cbf7b-3b1c-4b02-a219-ce5b9bdb030d,"Immigration, Refugees and Citizenship Canada","Immigration, Refugees and Citizenship Canada","JSON,PDF",-,"-,11432,62535,67553","https://open.canada.ca/data/dataset/b92cbf7b-3b1c-4b02-a219-ce5b9bdb030d/resource/37f7ffe5-3a8a-49ab-9a7a-6fde6266703c/download/en_peer-review-of-the-automation-to-process-cuaet-tr-applications-executive-summary.pdf,https://open.canada.ca/data/dataset/b92cbf7b-3b1c-4b02-a219-ce5b9bdb030d/resource/713d86d6-4bda-4900-8f90-e15b4a534a8d/download/resume-de-lanalyse-comparative-entre-les-sexes-plus-processus-decisionnel-automatise-pour-les-de.pdf,https://open.canada.ca/data/dataset/b92cbf7b-3b1c-4b02-a219-ce5b9bdb030d/resource/7ec7d182-c020-49a5-a35c-9fbac7fa623f/download/f01253979-annex-b-aia-on-cuaet-automation-fr.pdf,https://open.canada.ca/data/dataset/b92cbf7b-3b1c-4b02-a219-ce5b9bdb030d/resource/880438b2-0c55-4ad3-98a5-9df8b9eb5496/download/gender-based-analysis-plus-summary-automate-the-review-of-non-complex-applications-for-temporary.pdf,https://open.canada.ca/data/dataset/b92cbf7b-3b1c-4b02-a219-ce5b9bdb030d/resource/d42a72a6-cd23-4a9b-a875-5654e22ed120/download/fr_peer-review-of-the-automation-to-process-cuaet-tr-applications-executive-summary.pdf,https://open.canada.ca/data/dataset/b92cbf7b-3b1c-4b02-a219-ce5b9bdb030d/resource/e5b61ba7-234a-41e0-8898-361841152bca/download/aia-on-cuaet-automation.json,https://open.canada.ca/data/dataset/b92cbf7b-3b1c-4b02-a219-ce5b9bdb030d/resource/ec3f935c-2192-4ebd-b21b-4265a9d0e08a/download/f01253979-annex-a-aia-on-cuaet-automation-en.pdf",-,"English,French","JSON,PDF",-,-,Assessment,-,unrestricted,-,-,-,Automate the review of non-complex applications for Temporary Resident Visas and Work Permits made under the Canada-Ukraine Authorization for Emergency Travel (CUAET),-,Open Information,-,-,"Government,Immigrants",
-,Government and Politics,-,Algorithmic Impact Assessment,As Needed,c088f841-2d79-4c7e-9281-cc65cbae1b06,Federal,"AI,AIA,Advanced Analytics,Artificial Intelligence,Aviation,PACT,PLACI,Pre-load Air Cargo Targeting,Pre-loading Advance Cargo Information,TC,Transport,Transport Canada",Open Government Licence - Canada,-,-,2024-03-05T15:11:21.056Z,2025-12-04T20:01:20.852Z,c088f841-2d79-4c7e-9281-cc65cbae1b06,Transport Canada,Transport Canada,"JSON,PDF",-,"1,010,001,029,951,100,000,000,000,000","https://open.canada.ca/data/dataset/c088f841-2d79-4c7e-9281-cc65cbae1b06/resource/67b0b587-107d-4c95-977c-e127fc7c527e/download/peer-review-assessment-report-summary_for-publication_tg_fr_final.pdf,https://open.canada.ca/data/dataset/c088f841-2d79-4c7e-9281-cc65cbae1b06/resource/895872b9-390d-42d9-a795-f9f4f79ff52a/download/pact-aia_en.pdf,https://open.canada.ca/data/dataset/c088f841-2d79-4c7e-9281-cc65cbae1b06/resource/acfe70cb-a602-495b-896e-7b51fbaf9e23/download/peer-review-assessment-report-summary_for-publication.pdf,https://open.canada.ca/data/dataset/c088f841-2d79-4c7e-9281-cc65cbae1b06/resource/e584032c-1011-470c-96fc-46612ae0aac3/download/pact-aia_fr.pdf,https://open.canada.ca/data/dataset/c088f841-2d79-4c7e-9281-cc65cbae1b06/resource/e861ce1d-60d4-4f10-8ba9-e16c7633aa32/download/aia-results_bilingual.json",-,"English,French,No linguistic content; Not applicable","JSON,PDF",-,-,"Assessment,Dataset",-,unrestricted,-,-,-,Algorithmic Impact Assessment – Pre-load Air Cargo Targeting,-,Open Information,-,-,,
-,"Form Descriptors,Government and Politics,Processes",-,Algorithmic Impact Assessment,As Needed,c839bedc-0d5f-4b02-98a7-671d1f60ac51,Federal,"Algorithmic Impact Assessment,CST,Claim Summary Tool,VAC,VAC Disability Benefit applications,Veterans Affairs Canada",Open Government Licence - Canada,-,cstprojectteam-ordiiequipedeprojet@veterans.gc.ca,2026-02-23T14:31:00.154Z,2026-02-23T14:31:00.294Z,c839bedc-0d5f-4b02-98a7-671d1f60ac51,Veterans Affairs Canada,Veterans Affairs Canada,PDF,2026-02-17,"276,244,319,667","https://open.canada.ca/data/dataset/c839bedc-0d5f-4b02-98a7-671d1f60ac51/resource/f7a72e34-b2ef-49fe-8f51-b423886f570d/download/algorithmic-impact-assessment-cst.pdf,https://open.canada.ca/data/dataset/c839bedc-0d5f-4b02-98a7-671d1f60ac51/resource/fbfc9ac7-1489-41e8-8172-f66bb2b674ce/download/resultats-de-levaluation-de-lincidence-algorithmique-ordii.pdf",-,"English,French",PDF,-,-,Assessment,-,unrestricted,-,-,2026-02-17 0:00,Algorithmic Impact Assessment - Claim Summary Tool (CST),-,Open Information,Service Delivery Branch,https://veterans.gc.ca/en/mental-and-physical-health/physical-health-and-wellness/compensation-illness-or-injury/disability-benefits/claim-summary-tool,"General public,Government,Veterans",Canada
-,"Government and Politics,Science and Technology",-,Algorithmic Impact Assessment,Not Planned,cea9985f-5e0f-425e-9b7e-e1d122272c56,Federal,"ATIP,Artificial Intelligence",Open Government Licence - Canada,-,open-ouvert@tbs-sct.gc.ca,2020-01-31T13:21:33.790Z,2024-11-23T02:42:05.586Z,cea9985f-5e0f-425e-9b7e-e1d122272c56,Treasury Board of Canada Secretariat,Treasury Board of Canada Secretariat,"CSV,JSON,PDF",-,"10,632,121,172,701,300,000,000,000,000,000,000,000,000,000,000,000,000,000","https://open.canada.ca/data/dataset/cea9985f-5e0f-425e-9b7e-e1d122272c56/resource/1c69df96-52ac-4226-b144-a16d8fb20526/download/atip-digital-services-aia.json,https://open.canada.ca/data/dataset/cea9985f-5e0f-425e-9b7e-e1d122272c56/resource/2cf21c61-75b0-4324-b072-c0c3df71e6e6/download/services-numeriques-aiprp-eia-fr.pdf,https://open.canada.ca/data/dataset/cea9985f-5e0f-425e-9b7e-e1d122272c56/resource/51b5378f-1f1d-4a20-a7c8-4f313ae6c617/download/aors-aia-1.csv,https://open.canada.ca/data/dataset/cea9985f-5e0f-425e-9b7e-e1d122272c56/resource/5678a163-bfaa-4006-b655-75c5fe421d58/download/atip-digital-services-aia.json,https://open.canada.ca/data/dataset/cea9985f-5e0f-425e-9b7e-e1d122272c56/resource/57087e3d-26bb-42e6-8e8b-573f65a1fea0/download/atip-digital-services-aia-en.pdf,https://open.canada.ca/data/dataset/cea9985f-5e0f-425e-9b7e-e1d122272c56/resource/612bf087-68b3-4358-bff6-6e49746c89ec/download/atip-digital-services-aia.json,https://open.canada.ca/data/dataset/cea9985f-5e0f-425e-9b7e-e1d122272c56/resource/96a7cf6f-62e0-495d-9901-7493f2e7c157/download/atip-digital-services-aia-en.pdf,https://open.canada.ca/data/dataset/cea9985f-5e0f-425e-9b7e-e1d122272c56/resource/aa0e96d8-0432-4398-948d-6d52cb5f0472/download/en-data-dictionary-aia-aors.csv,https://open.canada.ca/data/dataset/cea9985f-5e0f-425e-9b7e-e1d122272c56/resource/ad75051c-c35a-42c4-b773-de170bb2bdc5/download/fr-data-dictionary-aia-aors.csv,https://open.canada.ca/data/dataset/cea9985f-5e0f-425e-9b7e-e1d122272c56/resource/cd4de168-628a-45b5-92e3-5cc2394cdf8e/download/services-numeriques-aiprp-eia-fr.pdf,https://open.canada.ca/data/dataset/cea9985f-5e0f-425e-9b7e-e1d122272c56/resource/d9879fa3-d2a4-42e2-81bc-b8e20c7d6752/download/services-numeriques-aiprp-eia-fr.pdf,https://open.canada.ca/data/dataset/cea9985f-5e0f-425e-9b7e-e1d122272c56/resource/e0c7180c-71b0-4251-8cd1-35ab477a54c0/download/atip-digital-services-aia-en.pdf","-,UTF-8","English,French","CSV,JSON,PDF",-,-,"Dataset,Guide,Report",-,unrestricted,-,-,-,Algorithmic Impact Assessment - ATIP Online Request Service,-,Open Information,Office of the Chief Information Officer,https://www.canada.ca/en/government/system/digital-government/digital-government-innovations/responsible-use-ai/algorithmic-impact-assessment.html,"General public,Government,Scientists",
-,"Education and Training,Government and Politics",-,Algorithmic Impact Assessment,As Needed,d24ae2dd-8399-4b49-8441-3e0318aaf69a,Federal,"Algorithmic Impact Assessment,Assessment,Canada Student Financial Assistance Program,Canada Student Grants and Loans,Repayment Assistance Plan",Open Government Licence - Canada,-,-,2025-05-16T17:31:02.910Z,2025-06-10T17:40:46.951Z,d24ae2dd-8399-4b49-8441-3e0318aaf69a,Employment and Social Development Canada,Employment and Social Development Canada,"JSON,PDF",-,"-,92680","https://open.canada.ca/data/dataset/d24ae2dd-8399-4b49-8441-3e0318aaf69a/resource/33806abe-0317-4338-a4f8-88091b0511d7/download/rap-evm_aia_en_2.pdf,https://open.canada.ca/data/dataset/d24ae2dd-8399-4b49-8441-3e0318aaf69a/resource/3de9108f-c504-402f-ac47-4fda7c0e1ed8/download/rap-evm_fr.json,https://open.canada.ca/data/dataset/d24ae2dd-8399-4b49-8441-3e0318aaf69a/resource/5acdc34d-7bbe-45a1-b57c-753ca5fd7b47/download/rap-evm_en.json,https://open.canada.ca/data/dataset/d24ae2dd-8399-4b49-8441-3e0318aaf69a/resource/95f5d608-487e-48db-9a5b-2721056e84ee/download/rap_evm_aia_fr.pdf",-,"English,French","JSON,PDF",-,-,Assessment - Risk Assessment,-,unrestricted,-,-,-,Algorithmic Impact Assessment - Repayment Assistance Plan – Enhanced Verification Model,-,Open Information,-,-,,
-,Government and Politics,-,Algorithmic Impact Assessment,Not Planned,d41f9ec2-bf01-4b2a-bd8d-1b3a8424f534,Federal,"AIA,Algorithmic Impact Assessment,Automation,IRCC,Immigration,Spouse or Common-Law Partner in Canada Advanced Analytics Project",Open Government Licence - Canada,-,IRCC.Open-Ouvert.IRCC@cic.gc.ca,2021-08-05T12:11:25.386Z,2024-11-22T14:57:07.715Z,d41f9ec2-bf01-4b2a-bd8d-1b3a8424f534,"Immigration, Refugees and Citizenship Canada","Immigration, Refugees and Citizenship Canada","JSON,PDF",-,"648,771,638,359,490,000","https://open.canada.ca/data/dataset/d41f9ec2-bf01-4b2a-bd8d-1b3a8424f534/resource/3939ee8f-c9c6-4d5e-9489-eae92a8b06d4/download/algorithmic-impact-assessment-spouse-or-common-law-partner-in-canada-advanced-analytics-english.json,https://open.canada.ca/data/dataset/d41f9ec2-bf01-4b2a-bd8d-1b3a8424f534/resource/40ee2562-0500-422e-a81b-6d786bd41408/download/algorithmic-impact-assessment-spouse-or-common-law-partner-in-canada-advanced-analytics-french.pdf,https://open.canada.ca/data/dataset/d41f9ec2-bf01-4b2a-bd8d-1b3a8424f534/resource/ca27b27e-77fd-465d-9718-f968e77c9912/download/algorithmic-impact-assessment-spouse-or-common-law-partner-in-canada-advanced-analytics-french.json,https://open.canada.ca/data/dataset/d41f9ec2-bf01-4b2a-bd8d-1b3a8424f534/resource/e523687a-d1d0-46fc-8fbe-d0768e209275/download/algorithmic-impact-assessment-spouse-or-common-law-partner-in-canada-advanced-analytics-english.pdf","-,UTF-8","English,French","JSON,PDF",-,-,"Assessment,Dataset",-,unrestricted,-,-,-,Algorithmic Impact Assessment - Spouse or Common-Law Partner in Canada Advanced Analytics,-,Open Information,-,-,"Government,Immigrants",
-,Government and Politics,-,Algorithmic Impact Assessment,As Needed,daa9ca66-566f-4c2e-a285-d2e217c2a00f,Federal,"EI,Employment Insurance,Machine Learning,Natural Language Processing",Open Government Licence - Canada,-,open-ouvert@tbs-sct.gc.ca,2022-01-13T21:55:59.319Z,2025-07-09T15:30:42.934Z,daa9ca66-566f-4c2e-a285-d2e217c2a00f,Employment and Social Development Canada,Employment and Social Development Canada,"JSON,PDF",2024-04-25,"23,110,321,490,567,900","https://open.canada.ca/data/dataset/daa9ca66-566f-4c2e-a285-d2e217c2a00f/resource/8f92a6cb-b85c-4ee2-a7cb-344c6f204c4b/download/aia_roec_fr_revised3.pdf,https://open.canada.ca/data/dataset/daa9ca66-566f-4c2e-a285-d2e217c2a00f/resource/b0f33e32-5012-4709-91e1-682bb846f184/download/roec_aia-results_2024_v7.json,https://open.canada.ca/data/dataset/daa9ca66-566f-4c2e-a285-d2e217c2a00f/resource/c2863d6c-68e9-47d7-b041-48420c0bc4c1/download/aia_roec_en_revised3.pdf",-,"English,French","JSON,PDF",-,-,"Assessment,Assessment - Risk Assessment",-,unrestricted,-,-,-,Algorithmic Impact Assessment - Record of Employments (ROE) Comments Assessment,-,Open Information,-,https://www.canada.ca/en/employment-social-development/programs/ei/ei-list/ei-roe/access-roe.html,"General public,Government",
-,"Government and Politics,Science and Technology",-,Algorithmic Impact Assessment,As Needed,eaeb269c-6ac5-4429-a5aa-1fcc07c77933,Federal,"aia,algorithmic,algorithmic impact assessment,application,authentication,automated decision making,automation,biometrics,border,facial recognition,identity,mobile device,smartphone,technology",Open Government Licence - Canada,-,CBSA.OpenGov-GouvOuvert.ASFC@cbsa-asfc.gc.ca,2024-11-13T16:20:28.729Z,2026-02-02T21:02:53.514Z,eaeb269c-6ac5-4429-a5aa-1fcc07c77933,Canada Border Services Agency,Canada Border Services Agency,"JSON,PDF",-,"1,901,212,137,104,900,000,000,000,000,000,000","https://open.canada.ca/data/dataset/eaeb269c-6ac5-4429-a5aa-1fcc07c77933/resource/15b71b6c-26f9-4f7b-99b7-90adeb495479/download/client-reporting-and-engagement-system-cresreportin-aia-english-en-1.pdf,https://open.canada.ca/data/dataset/eaeb269c-6ac5-4429-a5aa-1fcc07c77933/resource/d431e4bf-21e4-48f7-8c2b-d4667a2ae90d/download/srec-jemepresente-evaluation-et-reponse-par-les-pairs-final.pdf,https://open.canada.ca/data/dataset/eaeb269c-6ac5-4429-a5aa-1fcc07c77933/resource/dd83f660-f2c3-4de1-a953-2174e07401f8/download/cres-reportin-aia-results.json,https://open.canada.ca/data/dataset/eaeb269c-6ac5-4429-a5aa-1fcc07c77933/resource/dfd1a783-ca66-4398-ac37-63dae0d2ab1f/download/systeme-de-rapports-et-dengagement-des-clients-srecjemepresente-eia-french-fr.pdf,https://open.canada.ca/data/dataset/eaeb269c-6ac5-4429-a5aa-1fcc07c77933/resource/f6e0e812-2a79-4033-b38b-22b46177cc62/download/srec-jemepresente-eia-resultats.json,https://open.canada.ca/data/dataset/eaeb269c-6ac5-4429-a5aa-1fcc07c77933/resource/f7df9ed5-31d2-4a1f-a98f-cf1b836b5b1e/download/cres-reportin-peer-review-report-and-response-final.pdf",-,"English,French","JSON,PDF",-,-,"Report,Tool",-,unrestricted,-,-,-,Algorithmic Impact Assessment - Client Reporting and Engagement System (CRES)/ReportIn,-,Open Information,-,-,"General public,Government,Immigrants,Travellers",
-,Government and Politics,-,Algorithmic Impact Assessment,Irregular,eed746a8-a682-47c2-86b1-b427398fa2e2,Federal,"Algorithmic Impact Assessment,Export Compliance Dashboard,noncompliance,shipments",Open Government Licence - Canada,-,CBSA.OpenGov-GouvOuvert.ASFC@cbsa-asfc.gc.ca,2025-10-24T13:21:03.746Z,2025-10-24T13:21:03.746Z,eed746a8-a682-47c2-86b1-b427398fa2e2,Canada Border Services Agency,Canada Border Services Agency,PDF,-,-,"https://open.canada.ca/data/dataset/eed746a8-a682-47c2-86b1-b427398fa2e2/resource/5618e81d-e2aa-4ed8-9627-fc676078c03a/download/aia-export-compliance-dashboard-en.pdf,https://open.canada.ca/data/dataset/eed746a8-a682-47c2-86b1-b427398fa2e2/resource/986dd2d9-0346-4138-b318-5fc2dd692cae/download/aia-export-compliance-dashboard-fr.pdf",-,"English,French",PDF,-,-,Assessment,-,unrestricted,-,-,-,Algorithmic Impact Assessment - Export Compliance Dashboard,-,Open Information,-,-,,
-,Government and Politics,-,Algorithmic Impact Assessment,Continual,f028d40f-3c0e-4a36-8a38-fe18d7aaaa32,Federal,"AIA,Age,Algorithmic Impact Assessment,Automation,GBA Plus: Automation,GCMS,Gender,Gender Based Analysis Plus,Global Case Management System,Official Language of passport application,PPMI,Passport Program Modernization Initiative,Passport Program Modernization Initiative (PPMI),automated processing",Open Government Licence - Canada,-,IRCC.Open-Ouvert.IRCC@cic.gc.ca,2024-04-25T12:51:37.314Z,2025-06-02T14:00:47.590Z,f028d40f-3c0e-4a36-8a38-fe18d7aaaa32,"Immigration, Refugees and Citizenship Canada","Immigration, Refugees and Citizenship Canada","JSON,PDF",-,"-,61140,6397,66494,7598","https://open.canada.ca/data/dataset/f028d40f-3c0e-4a36-8a38-fe18d7aaaa32/resource/0afae4f3-1920-4788-b521-1db38c196bb0/download/gba-plus-summary-_fr_final.pdf,https://open.canada.ca/data/dataset/f028d40f-3c0e-4a36-8a38-fe18d7aaaa32/resource/7a625642-e25a-4fc0-b76c-3444f21cf5d5/download/aia-results-fr.json,https://open.canada.ca/data/dataset/f028d40f-3c0e-4a36-8a38-fe18d7aaaa32/resource/9e4ea10f-b233-453c-a85e-f58f315ffe9d/download/surveyresults.json,https://open.canada.ca/data/dataset/f028d40f-3c0e-4a36-8a38-fe18d7aaaa32/resource/c47505c4-ae17-432c-ad41-536ed920baae/download/aia-fr.pdf,https://open.canada.ca/data/dataset/f028d40f-3c0e-4a36-8a38-fe18d7aaaa32/resource/c5b4aadc-a9d3-459e-9194-53cf01ce7265/download/aia-en.pdf,https://open.canada.ca/data/dataset/f028d40f-3c0e-4a36-8a38-fe18d7aaaa32/resource/e973c6b2-fb73-48c8-a26a-b3d385549b11/download/gba-plus-summary-en_final.pdf",-,"English,French","JSON,PDF",-,-,"Assessment,Tool",-,unrestricted,-,-,-,Passport Automated Decision-Making in IRCC’s Global Case Management System (GCMS),-,Open Information,-,-,,
-,"Government and Politics,Processes",-,Algorithmic Impact Assessment,As Needed,f95dbd40-1236-428c-acd1-25b7559686be,Federal,"AIA,Algorithmic Impact Assessment,Automation,IRCC,Immigration,Overseas Spouse or Partner Advanced Analytics Project,Peer Review",Open Government Licence - Canada,-,IRCC.Open-Ouvert.IRCC@cic.gc.ca,2024-05-30T13:51:53.155Z,2024-11-22T14:57:10.017Z,f95dbd40-1236-428c-acd1-25b7559686be,"Immigration, Refugees and Citizenship Canada","Immigration, Refugees and Citizenship Canada","JSON,PDF",-,"12,232,216,496,620,700,000,000,000,000","https://open.canada.ca/data/dataset/f95dbd40-1236-428c-acd1-25b7559686be/resource/0e8c3902-9782-4407-821a-35291824087c/download/2.-annex-a-algorithm-impact-assessment.pdf,https://open.canada.ca/data/dataset/f95dbd40-1236-428c-acd1-25b7559686be/resource/649c6df0-b7ff-40bf-8ace-587adf3c5ad1/download/aia-fr-may-24.pdf,https://open.canada.ca/data/dataset/f95dbd40-1236-428c-acd1-25b7559686be/resource/ad8dd581-6a9c-40f1-ae56-1ed2f0698701/download/peer-review-summary-overseas-spouse-or-partner-advanced-analytics-project-english.pdf,https://open.canada.ca/data/dataset/f95dbd40-1236-428c-acd1-25b7559686be/resource/b1da7e1d-c9d0-4a00-840f-77cb28ca7fdd/download/resume-de-lexamen-par-les-pairs-projet-danalytique-avancee-pour-les-epoux-ou-conjoints-a-letrang.pdf,https://open.canada.ca/data/dataset/f95dbd40-1236-428c-acd1-25b7559686be/resource/b711bc0a-741c-40e7-8441-e5ac347425ba/download/aia-results-french.json",-,"English,French,No linguistic content; Not applicable","JSON,PDF",-,-,"Assessment,Dataset,Report",-,unrestricted,-,-,-,Family Class Spouses and Partners Overseas Applications,-,Open Information,-,-,"Immigrants,Non-Canadians",
